created_at;_id;Origem;Destino;Mês;Dia da Semana;shipping.type;coupon.code;coupon.title;status_object.reason;cancellation_reason_translate;pharmacy_id;coupon.discount;total
22/03/2024 14:00;01HSKHP9ZFJ7V4-1;SP-SANTO ANDRE;sp-sao paulo;3;6;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9074;7,8;44,18
22/03/2024 13:43;01HSKGR3XHDPA7-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4237;;37,99
22/03/2024 13:31;01HSKG10VBK2PM-2;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;;;CANCELLATION_OTHER;Outro;2214;;18,65
22/03/2024 12:44;01HSKDBNR6WV2M-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12255;;39,65
22/03/2024 12:44;01HSKDBNR6WV2M-2;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12257;;20,65
22/03/2024 12:27;01HSKCD8FJ3C8F-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;5619;;19,92
22/03/2024 12:17;01HSKBSY91EG5G-1;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;9007;;33,99
22/03/2024 11:52;01HSKABKBQXGNJ-1;MG-BELO HORIZONTE;mg-santa luzia;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4604;0;24,98
22/03/2024 11:50;01HSKA9BP5X7ND-1;CE-FORTALEZA;ce-fortaleza;3;6;DELIVERY;CARRINHO;CUPOM CARRINHO - MAR24;CANCELLATION_OTHER;Outro;12549;15;70,04
22/03/2024 11:25;01HSK8TM143WRD-2;RS-PORTO ALEGRE;rs-alvorada;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2324;;56,99
22/03/2024 11:25;01HSK8TM143WRD-1;RS-PORTO ALEGRE;rs-alvorada;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2315;;58,79
22/03/2024 11:19;01HSK8G04MY60W-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13598;23;72,95
22/03/2024 11:06;01HSK7R10TWQ2R-1;BA-SALVADOR;ba-salvador;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4081;;73,48
22/03/2024 10:47;MK240322SVUF91-2;PR-CURITIBA;pr-curitiba;3;6;DELIVERY;Livelo;LIVELO SEM VALOR 2024;;;342;0;193,8
22/03/2024 10:37;01HSK62HFASXJ0-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;12923;;54,97
22/03/2024 10:28;01HSK5K1A7X1MS-1;SP-DIADEMA;sp-diadema;3;6;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_GAVE_UP;Desistência do Cliente;8172;23;77,24
22/03/2024 10:27;01HSK5GJKC6Q6G-1;MG-BELO HORIZONTE;mg-belo horizonte;3;6;PICKUP;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2906;7,78;44,12
22/03/2024 10:19;01HSK51MH7WSEW-1;DF-BRASILIA;df-brasilia;3;6;PICKUP;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13602;0;63,99
22/03/2024 10:16;01HSK4VN5EB3ZV-1;SP-GUARULHOS;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2299;;60,13
22/03/2024 10:04;01HSK477JCF9PS-1;SP-SAO PAULO;sp-itaquaquecetuba;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;232;;39,8
22/03/2024 09:55;01HSK3PQR25BE5-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9042;;56,01
22/03/2024 09:55;01HSK3NXM6MXTR-1;CE-FORTALEZA;ce-fortaleza;3;6;DELIVERY;MEDPASS;CUPOM MEDPASS - MAR24;CANCELLATION_POSSIBLE_FRAUD;Suspeita de fraude;12549;25;97,01
22/03/2024 09:38;01HSK2PC43YZ38-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14600;;27,11
22/03/2024 09:33;01HSK2D9WHEVPH-1;PR-ARAUCARIA;pr-fazenda rio grande;3;6;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;14340;;34,98
22/03/2024 09:23;01HSK1TSBG6RYX-1;SC-BLUMENAU;sc-blumenau;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;5433;;30,48
22/03/2024 09:16;MK240322141E2D-1;AL-MACEIO;al-maceio;3;6;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;10064;0;29,94
22/03/2024 08:55;01HSK08V93S1K1-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;;;CANCELLATION_OTHER;Outro;13584;;79,98
22/03/2024 08:49;01HSJZXPRZ7MJG-1;SP-SAO PAULO;sp-sao paulo;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14792;;69,47
22/03/2024 08:47;01HSJZT530GQS0-1;DF-BRASILIA;df-brasilia;3;6;DELIVERY;;;CANCELLATION_OTHER;Outro;14103;;48,99
22/03/2024 07:18;01HSJTPTYT9V8E-1;SC-BLUMENAU;sc-blumenau;3;6;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;161;;35,17
22/03/2024 02:31;01HSJA90F9ANVV-1;SP-SANTO ANDRE;sp-santo andre;3;6;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13490;0;39,8
22/03/2024 00:13;MK240322T8B7PD-1;SP-SAO PAULO;rj-aperibe;3;6;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;11107;0;215,07
21/03/2024 23:59;MK240321CG4IP8-1;DF-BRASILIA;df-brasilia;3;5;PICKUP;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13583;0;45,94
21/03/2024 23:49;MK240321PHQEHZ-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;342;0;989,34
21/03/2024 23:45;MK2403210T3ADK-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14639;0;145,03
21/03/2024 23:45;01HSJ0SX2RMY6E-1;SP-SAO PAULO;sp-sao caetano do sul;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9042;0;71,77
21/03/2024 23:35;MK2403214292S1-2;SP-SAO PAULO;sp-guarulhos;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;;;220;0;52,79
21/03/2024 23:34;MK240321DXK81F-1;SP-SAO PAULO;pr-maringa;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13912;0;181,49
21/03/2024 23:34;MK240321DXK81F-2;SP-SAO PAULO;pr-maringa;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;11107;0;214,46
21/03/2024 23:34;MK2403218KZCS0-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12108;0;43,96
21/03/2024 23:31;MK240321D58G53-1;SP-SANTO ANDRE;sp-sao caetano do sul;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;12846;0;49,01
21/03/2024 23:27;01HSHZRKND4JVQ-1;PR-SAO JOSE DOS PINHAIS;pr-sao jose dos pinhais;3;5;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13625;23;92,97
21/03/2024 23:13;MK240321Y14BIQ-1;SP-SAO PAULO;rj-rio de janeiro;3;5;DELIVERY;;;CANCELLATION_OTHER;Outro;7029;;139,44
21/03/2024 23:11;01HSHYVQYC32KM-1;SP-PINDAMONHANGABA;sp-pindamonhangaba;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14674;;83,3
21/03/2024 23:02;MK240321ZV1W7M-1;RS-PORTO ALEGRE;rs-porto alegre;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2315;0;21,17
21/03/2024 22:44;MK24032183CEV0-1;PR-CASCAVEL;pr-cascavel;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;174;;93,98
21/03/2024 22:32;MK240321I97TC9-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14351;;42,5
21/03/2024 22:27;MK2403213G4EV2-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14413;0;66,9
21/03/2024 22:24;MK240321Y2MKM5-1;SP-SAO PAULO;mg-contagem;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;7029;0;96,72
21/03/2024 22:22;01HSHW1QGAZD45-2;DF-BRASILIA;df-brasilia;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;15027;0;132,98
21/03/2024 22:21;MK2403215MWGWU-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14413;0;133,8
21/03/2024 22:21;MK2403215MWGWU-2;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;11107;0;96,96
21/03/2024 22:20;MK240321VG55AS-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1136;;120
21/03/2024 22:02;01HSHTWP1GY48Z-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12053;;45,89
21/03/2024 22:01;01HSHTVBP17NGM-2;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;12134;0;117,97
21/03/2024 22:01;01HSHTVBP17NGM-5;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14293;0;27,5
21/03/2024 21:59;MK240321G1G1BZ-3;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;;;220;0;52,79
21/03/2024 21:57;MK240321BAX5EH-1;DF-BRASILIA;df-brasilia;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;15025;0;253,91
21/03/2024 21:47;MK240321G32EBH-2;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;11874;0;40,93
21/03/2024 21:37;01HSHSEHPGTCG9-1;AL-MACEIO;al-maceio;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;13313;;25,64
21/03/2024 21:34;01HSHS9VD4VHQS-1;PR-LONDRINA;pr-londrina;3;5;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OTHER;Outro;14808;22,86;68,59
21/03/2024 21:27;MK24032141MW82-3;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;;;220;;52,79
21/03/2024 21:13;MK240321H4KHL3-1;AL-MACEIO;al-maceio;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;10058;0;44,91
21/03/2024 21:12;01HSHR0K121ZSM-1;DF-BRASILIA;df-brasilia;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13592;0;25,32
21/03/2024 20:51;01HSHPSPXWQ6C1-1;PR-CURITIBA;pr-curitiba;3;5;PICKUP;LIVELO;LIVELO SEM VALOR 2024;;;342;0;38,8
21/03/2024 20:44;01HSHPEC9J51YG-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13901;0;166,68
21/03/2024 20:39;01HSHP4CGMRMRS-1;PE-RECIFE;pe-recife;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14246;;34,84
21/03/2024 20:32;MK240321PFL95P-1;RS-PORTO ALEGRE;rs-porto alegre;3;5;PICKUP;;;CANCELLATION_GAVE_UP;Desistência do Cliente;4423;;71,72
21/03/2024 20:28;01HSHNH24M84PE-1;RJ-NITEROI;rj-niteroi;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;3119;0;155,08
21/03/2024 20:27;MK240321UGB5G9-1;SP-SAO PAULO;sp-sao paulo;3;5;PICKUP;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;12109;0;61,29
21/03/2024 20:25;01HSHNAPZJ0S4W-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;8811;7,46;42,24
21/03/2024 20:14;01HSHMQM3VR1K8-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;8999;;28,88
21/03/2024 20:14;01HSHMQBEBEN5B-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13497;0;216,19
21/03/2024 20:00;01HSHKWR44TXDF-1;SP-GUARULHOS;sp-guarulhos;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;15081;;229,5
21/03/2024 19:58;01HSHKT8W11K77-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;9447;;43,13
21/03/2024 19:58;01HSHKT4XDJ4NR-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12257;;41,3
21/03/2024 19:52;MK240321ZVEG0Z-1;SP-SAO JOSE DOS CAMPOS;sp-sao jose dos campos;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14421;0;101,9
21/03/2024 19:46;01HSHK3ZADCFDX-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;342;;29,7
21/03/2024 19:44;01HSHK0RARKKRT-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;12108;;44,88
21/03/2024 19:25;01HSHHXHDWYNGW-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;2152;0;18,65
21/03/2024 19:16;01HSHHBSPKFH09-2;GO-GOIANIA;go-aparecida de goiania;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;7094;0;67,6
21/03/2024 19:09;MK2403210DE11B-4;SP-GUARULHOS;sp-guarulhos;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1499;0;61,99
21/03/2024 19:09;MK2403210DE11B-1;SP-SAO PAULO;sp-guarulhos;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;220;0;52,79
21/03/2024 19:01;01HSHGHET49SGW-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13135;0;101,94
21/03/2024 18:54;MK240321G524L8-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;12134;0;34,56
21/03/2024 18:54;MK240321G524L8-2;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14503;0;72,65
21/03/2024 18:54;01HSHG3Q5SB3WH-1;SP-SANTO ANDRE;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;9185;;29,83
21/03/2024 18:53;MK240321X12EHA-2;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;371;0;106,21
21/03/2024 18:50;01HSHFWW8199AP-1;PR-CURITIBA;pr-colombo;3;5;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9001;23;83,09
21/03/2024 18:49;MK240321TA1M9E-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;1471;;99,02
21/03/2024 18:38;MK2403217E2325-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;9755;0;59,88
21/03/2024 18:37;01HSHF5ZJW71WT-2;GO-GOIANIA;go-goiania;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;7443;0;23,98
21/03/2024 18:36;01HSHF3ZGF5GX2-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;;;CANCELLATION_OTHER;Outro;8993;;33,09
21/03/2024 18:34;01HSHEZATNMFY9-1;BA-SALVADOR;ba-salvador;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;6624;;59,97
21/03/2024 18:33;01HSHEYPBQ4EXB-1;SP-DIADEMA;sp-sao bernardo do campo;3;5;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;8392;7,5;47,48
21/03/2024 18:33;01HSHEX86P2RWJ-1;MG-LAVRAS;mg-lavras;3;5;PICKUP;;;CANCELLATION_OTHER;Outro;1756;;112,36
21/03/2024 18:30;01HSHERPEPXQT8-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;;;CANCELLATION_OTHER;Outro;2223;;33,68
21/03/2024 18:30;MK2403211BHL5U-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;;;220;0;52,79
21/03/2024 18:30;MK2403215991VM-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;11107;0;104,56
21/03/2024 18:21;01HSHE7P6JHCH5-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;2201;0;145,1
21/03/2024 18:14;01HSHDTG3HTJFG-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;5744;;30,15
21/03/2024 18:11;01HSHDN6E2HABS-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;2214;0;78
21/03/2024 18:01;01HSHD37V5M6B9-1;DF-BRASILIA;df-brasilia;3;5;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OTHER;Outro;13600;22,74;68,22
21/03/2024 18:00;01HSHD0KHQB7CN-1;SP-SAO PAULO;sp-sao paulo;3;5;PICKUP;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;11294;0;41,99
21/03/2024 17:55;01HSHCR3WB2Q6K-1;MG-BELO HORIZONTE;mg-belo horizonte;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;13904;;11,99
21/03/2024 17:53;MK24032134W4TA-1;SP-SAO PAULO;rj-rio de janeiro;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;7029;0;145,58
21/03/2024 17:50;01HSHCFBJF801S-2;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;14792;;32,97
21/03/2024 17:39;MK240321NP8CXS-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;14591;0;116,94
21/03/2024 17:39;MK240321B92SIT-1;DF-BRASILIA - ASA NORTE;df-brasilia;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;15014;0;63,96
21/03/2024 17:38;01HSHBS0D4571X-1;BA-SIMOES FILHO;ba-salvador;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;14265;;56,9
21/03/2024 17:35;01HSHBMBRD6803-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;494;;65,66
21/03/2024 17:34;01HSHBJN659EWH-1;RJ-RIO DE JANEIRO;rj-rio de janeiro;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;4655;;59,99
21/03/2024 17:34;01HSHBJ4H65S3D-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;11107;0;262,04
21/03/2024 17:31;MK2403217UB43F-1;SP-SANTO ANDRE;sp-santo andre;3;5;DELIVERY;Livelo;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;12846;0;146,1
21/03/2024 17:28;MK240321B7SQ3L-2;RS-PORTO ALEGRE;rs-porto alegre;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;2315;0;20,18
21/03/2024 17:28;01HSHB6ENE43RH-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;8782;0;16,71
21/03/2024 17:21;01HSHAS498BNSN-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OTHER;Outro;342;23;94,9
21/03/2024 17:12;MK240321NW3MQ9-1;PR-CURITIBA;pr-curitiba;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;1193;0;160,85
21/03/2024 17:03;MK240321D4CYF7-1;DF-BRASILIA;df-brasilia;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_GAVE_UP;Desistência do Cliente;13593;0;153,96
21/03/2024 16:46;01HSH8THMC9TBR-1;CE-FORTALEZA;ce-fortaleza;3;5;DELIVERY;;;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;12579;;28,3
21/03/2024 16:34;MK240321ABZ5IK-1;DF-BRASILIA - ASA NORTE;df-brasilia;3;5;DELIVERY;livelo;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;15014;0;58,99
21/03/2024 16:34;MK240321ABZ5IK-2;DF-BRASILIA;df-brasilia;3;5;DELIVERY;livelo;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;15027;0;117,97
21/03/2024 16:33;MK240321DWBD41-1;SP-SANTO ANDRE;sp-sao bernardo do campo;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;DISTRIBUTOR_OUT_OF_STOCK;;12846;0;32,51
21/03/2024 16:23;01HSH7F005X508-1;SP-SAO PAULO;sp-sao paulo;3;5;DELIVERY;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_GAVE_UP;Desistência do Cliente;14600;6,88;39,01
21/03/2024 16:16;01HSH72TY1CEB2-1;SP-SAO CARLOS;sp-sao paulo;3;5;DELIVERY;;;;;13636;;18,9
21/03/2024 16:14;01HSH6ZHDF6T2P-1;SP-SAO PAULO;sc-blumenau;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;7029;;90,7
21/03/2024 16:05;01HSH6EBX9WQGJ-1;SP-SAO PAULO;sp-santo andre;3;5;PICKUP;COMPRINHA;CUPOM COMPRINHA - MAR24;CANCELLATION_GAVE_UP;Desistência do Cliente;275;7,5;42,48
21/03/2024 16:05;MK240321C80Z4L-1;SP-SAO BERNARDO DO CAMPO;sp-santo andre;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OTHER;Outro;13668;0;32,88
21/03/2024 16:05;MK240321C80Z4L-2;SP-SANTO ANDRE;sp-santo andre;3;5;DELIVERY;LIVELO;LIVELO SEM VALOR 2024;CANCELLATION_OUT_OF_STOCK;Produto sem estoque;14412;0;214,91
21/03/2024 16:00;01HSH65VDZKTQ6-1;SP-MATAO;sp-matao;3;5;DELIVERY;CLIENTEVIP;CAMPANHA MARÇO - CUPOM CLIENTEVIP;CANCELLATION_OTHER;Outro;314;23;139,68
21/03/2024 15:58;01HSH61VRG8HZZ-1;MG-BELO HORIZONTE;mg-ribeirao das neves;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;13423;;27,29
21/03/2024 15:56;01HSH5Z5AZ5YJ8-1;SP-SAO PAULO;sp-sorocaba;3;5;DELIVERY;;;CANCELLATION_GAVE_UP;Desistência do Cliente;13912;;55,18
